Song Name,song Artist,Rank_class,URI,Source,Peak Rank_class,Previous Rank_class,Weeks on Chart_class,Streams_class,next rank_class,Top 10 Count_class,Top 100 Count_class,times popular_class,now popular,language
Guilty as Sin?,Taylor Swift,3,spotify:track:0W0iAC1VGlB82PI6elxFYf,Taylor Swift,1,3,1,1,1,1,1,1,0,1
Hava Nagila Medley,Taylor Swift,3,spotify:track:0W0iAC1VGlB82PI6elxFYf,Taylor Swift,1,3,1,1,1,1,1,1,0,1
But Daddy I Love Him,Taylor Swift,3,spotify:track:5og4Qzt92jJzVDkOtSEilb,Taylor Swift,1,3,1,1,0,1,1,1,0,1
אוי ואבוי,"Static, Eden Hason",0,spotify:track:3SoYYbKd4cbxmlVaCZKVQM,Mobile1 Music,0,1,1,1,0,1,1,1,0,0
אין ייאוש בלילות,Eyal Golan,0,spotify:track:3I9MNfeQxkKfxIualTvKoC,Liam Productions under exclusive license to D-Music,0,3,1,1,3,1,1,1,0,0
Fresh Out The Slammer,Eyal Golan,0,spotify:track:3I9MNfeQxkKfxIualTvKoC,Liam Productions under exclusive license to D-Music,0,3,1,1,3,1,1,1,0,1
loml,Eyal Golan,0,spotify:track:3I9MNfeQxkKfxIualTvKoC,Liam Productions under exclusive license to D-Music,0,3,1,1,3,1,1,1,0,1
The Smallest Man Who Ever Lived,Eyal Golan,0,spotify:track:3I9MNfeQxkKfxIualTvKoC,Liam Productions under exclusive license to D-Music,0,3,1,1,3,1,1,1,0,1
I Can Fix Him (No Really I Can),Eyal Golan,0,spotify:track:3I9MNfeQxkKfxIualTvKoC,Liam Productions under exclusive license to D-Music,0,3,1,1,2,1,1,1,0,1
The Alchemy,Eyal Golan,0,spotify:track:3I9MNfeQxkKfxIualTvKoC,Liam Productions under exclusive license to D-Music,0,3,1,1,2,1,1,1,0,1
רחובות ריקים,ששון איפרם שאולוב,2,spotify:track:3XkauVC70TlTgebHdWea3a,Mobile1 Music,1,1,1,1,2,1,1,1,0,0
Clara Bow,ששון איפרם שאולוב,2,spotify:track:3XkauVC70TlTgebHdWea3a,Mobile1 Music,1,1,1,1,2,1,1,1,0,1
מי עוד יחכה לך,Eyal Golan,3,spotify:track:58LV2ItbYQPSYSpJ0QQMV6,Liam Productions under exclusive license to D-Music,1,0,1,1,1,1,1,1,0,0
אין לי אותך,Eyal Golan,2,spotify:track:3Rq8vC7CDbqs3VHJxsu6TW,Liam Productions under exclusive license to D-Music,0,3,1,1,1,1,1,1,0,0
חורף 23,"Odeya, E-Z",2,spotify:track:2pvlbipBAnMXwFkuRwLJpo,Helicon Aroma Music Ltd / E-Z Booking Plus,3,0,1,1,0,1,1,1,0,0
פרובוקטיבית,"Odeya, E-Z",2,spotify:track:2pvlbipBAnMXwFkuRwLJpo,Helicon Aroma Music Ltd / E-Z Booking Plus,3,0,1,1,0,1,1,1,0,0
פורחים לשובם,Ishay Ribo,1,spotify:track:0OzFG7wUIuRUDA1dcPzlK1,2024 Ishay Ribo | Or Davidson by PIL ltd,1,1,1,1,2,1,1,1,0,0
בימים של עצב,Ishay Ribo,1,spotify:track:0OzFG7wUIuRUDA1dcPzlK1,2024 Ishay Ribo | Or Davidson by PIL ltd,1,1,1,1,1,1,1,1,0,0
כנפיים - Live,"Tuna, Margalit Tzan'ani",1,spotify:track:7Jeh9SPQdyULPmdIqTNo3y,NaNa Disc,2,3,1,1,1,1,1,1,0,1
ממה את מפחדת,"Tuna, Margalit Tzan'ani",1,spotify:track:7Jeh9SPQdyULPmdIqTNo3y,NaNa Disc,2,3,1,1,1,1,1,1,0,0
אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),"Avi Aburomi, Mor",0,spotify:track:1zZ9bah4HU0TtICQzCFXp3,2023 Avi Aburomi By PIL LTD,3,0,1,1,1,1,1,1,0,1
מביט אל השמיים,"Avi Aburomi, Mor",0,spotify:track:1zZ9bah4HU0TtICQzCFXp3,2023 Avi Aburomi By PIL LTD,3,0,1,1,1,1,1,1,0,0
אף פעם לא לבד,Inbal Bibi,1,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Universal Music Israel,2,3,1,1,0,1,1,1,0,0
2 דקות,Inbal Bibi,1,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Universal Music Israel,2,3,1,1,0,1,1,1,0,0
להרים,Inbal Bibi,1,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Universal Music Israel,2,3,1,1,0,1,1,1,0,0
Believer,Inbal Bibi,1,spotify:track:4ZGe1hugAeejCOd7TWGiz0,Universal Music Israel,2,3,1,1,0,1,1,1,0,1
Daylight,David Kushner,2,spotify:track:1odExI7RdWc4BT515LTAwj,Miserable Music Group,2,0,1,1,0,1,1,1,0,1
מי את היום בלעדיי,Yonatan Kalimi,0,spotify:track:5gOFp28Edmv4nk8HIwnQfe,T.Y Studio & Productions under exclusive license to D-Music,3,0,1,1,2,1,1,1,0,0
FRI(END)S,V,2,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,BIGHIT MUSIC,0,3,1,1,1,1,1,1,0,1
No Role Modelz,V,2,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,BIGHIT MUSIC,0,3,1,1,1,1,1,1,0,1
My Love Mine All Mine,Mitski,1,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Dead Oceans,1,1,1,1,1,1,1,1,0,1
7 Minute Drill,Mitski,1,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Dead Oceans,1,1,1,1,1,1,1,1,0,1
סחרחורת,Tuna,0,spotify:track:5CCxCzPB3HMh595Y1MNIm5,Anana Ltd.,2,3,2,1,0,1,1,1,0,0
redrum,21 Savage,1,spotify:track:52eIcoLUM25zbQupAZYoFh,"Slaughter Gang, LLC/Epic Records",2,1,1,1,0,1,1,1,0,1
ONE CALL,Rich Amiri,0,spotify:track:69phA1R4gmQsBFRQ3INW8C,Internet Money Records / 10K Projects,0,0,1,1,0,1,1,1,0,1
ואז את תראי,Rich Amiri,0,spotify:track:69phA1R4gmQsBFRQ3INW8C,Internet Money Records / 10K Projects,0,0,1,1,0,1,1,1,0,0
עומס לב,Rich Amiri,0,spotify:track:69phA1R4gmQsBFRQ3INW8C,Internet Money Records / 10K Projects,0,0,1,1,0,1,1,1,0,0
JOLENE,Rich Amiri,0,spotify:track:69phA1R4gmQsBFRQ3INW8C,Internet Money Records / 10K Projects,0,0,1,1,3,1,1,1,0,1
II MOST WANTED,Rich Amiri,0,spotify:track:69phA1R4gmQsBFRQ3INW8C,Internet Money Records / 10K Projects,0,0,1,1,3,1,1,1,0,1
Love Me Again,Rich Amiri,0,spotify:track:69phA1R4gmQsBFRQ3INW8C,Internet Money Records / 10K Projects,0,0,1,1,3,1,1,1,0,1
Cinderella,"Future, Metro Boomin, Travis Scott",3,spotify:track:0hKtu53OlIFXVuYkZwcn3o,Wilburn Holding Co./Boominati/Epic/Republic,1,3,1,1,2,1,1,1,0,1
obsessed,Olivia Rodrigo,2,spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,Olivia Rodrigo PS,0,3,1,1,2,1,1,1,0,1
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",3,spotify:track:28drn6tQo95MRvO0jQEo5C,Wilburn Holding Co./Boominati/Epic/Republic,1,3,1,1,2,1,1,1,0,1
לשטוף את העצב,Omer Adam,2,spotify:track:4cHhUWXkEtSj7kdue9SO5u,P.A.I LTD,2,2,1,1,2,1,1,1,0,0
ילדים כאלה,Eden Hason,0,spotify:track:5xrZpr1va5sIWMb5ndfgQP,Mobile1 Music,2,1,2,1,1,1,1,1,0,0
Bones,Imagine Dragons,0,spotify:track:54ipXppHLA8U4yqpOFTUhr,Kid Ina Korner / Interscope,2,0,1,1,1,1,1,1,0,1
Heartless,Kanye West,0,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Roc-A-Fella,0,0,1,1,0,1,1,1,0,1
Red and Yellow,Kanye West,0,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Roc-A-Fella,0,0,1,1,3,1,1,1,0,1
"yes, and?",Ariana Grande,3,spotify:track:5D34wRmbFS29AjtTOP2QJe,Republic Records,3,2,1,1,3,1,1,1,0,1
We Don't Trust You,Ariana Grande,3,spotify:track:5D34wRmbFS29AjtTOP2QJe,Republic Records,3,2,1,1,2,1,1,1,0,1
טיל פצמר,LIAD MEIR,1,spotify:track:0JoYMP7hvEwxKCjj9szUo6,2023 Duda by PIL ltd,3,0,1,1,2,1,1,1,0,0
Praise Jah In The Moonlight,YG Marley,2,spotify:track:3h5TiWTqGxjSjFrbruPFH9,YG Marley Music,2,2,1,1,1,1,1,1,0,1
Paint The Town Red,Doja Cat,1,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Kemosabe Records/RCA Records,3,0,1,1,0,1,1,1,0,1
מולדת,Hanan Ben Ari,2,spotify:track:1f6O2TPzZQhW1Ky2iGYb5X,Hanan Ben Ari under exclusive license to D-Music,2,2,1,1,2,1,1,1,0,0
the boy is mine,Ariana Grande,3,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,0,3,1,1,2,1,1,1,0,1
כל הזמן אומרת,Ariana Grande,3,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,0,3,1,1,1,1,1,1,0,0
ברגעים שאת הולכת,Ariana Grande,3,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,0,3,1,1,1,1,1,1,0,0
Starboy,Ariana Grande,3,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,0,3,1,1,0,1,1,1,0,1
aftermath,Ariana Grande,3,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,0,3,1,1,3,1,1,1,0,1
bye,Ariana Grande,3,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,0,3,1,1,3,1,1,1,0,1
אהבה רק של לילה,הגר יפת,3,spotify:track:0wEqTKnu9Hy3ejZZOgLbZb,Mobile1 Music,1,1,1,1,2,1,1,1,0,0
eternal sunshine,הגר יפת,3,spotify:track:0wEqTKnu9Hy3ejZZOgLbZb,Mobile1 Music,1,1,1,1,2,1,1,1,0,1
true story,הגר יפת,3,spotify:track:0wEqTKnu9Hy3ejZZOgLbZb,Mobile1 Music,1,1,1,1,2,1,1,1,0,1
don't wanna break up again,הגר יפת,3,spotify:track:0wEqTKnu9Hy3ejZZOgLbZb,Mobile1 Music,1,1,1,1,2,1,1,1,0,1
supernatural,הגר יפת,3,spotify:track:0wEqTKnu9Hy3ejZZOgLbZb,Mobile1 Music,1,1,1,1,2,1,1,1,0,1
זה עלינו,הגר יפת,3,spotify:track:0wEqTKnu9Hy3ejZZOgLbZb,Mobile1 Music,1,1,1,1,1,1,1,1,0,0
exes,Tate McRae,1,spotify:track:4E63weMCaNZuGPEFMnuEi8,RCA Records Label,0,3,1,1,1,1,1,1,0,1
Popular (with Playboi Carti & Madonna),"The Weeknd, Playboi Carti, Madonna",2,spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,Universal Republic Records,1,2,1,1,1,1,1,1,0,1
intro (end of the world),"The Weeknd, Playboi Carti, Madonna",2,spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,Universal Republic Records,1,2,1,1,1,1,1,1,0,1
לבד במדבר,Jasmin Moallem,1,spotify:track:2LjK33xiNA8BA4U1ndj2bO,Helicon Music,1,0,1,1,0,1,1,1,0,0
יום כיפור,Jasmin Moallem,2,spotify:track:6uc5gCVI30JNif2o4Ahmud,Helicon Music,2,2,1,1,2,1,1,1,0,0
Dance The Night - From Barbie The Album,Dua Lipa,1,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Atlantic Records,2,0,1,1,2,1,1,1,0,1
חוץ מכדורגל,Hanan Ben Ari,1,spotify:track:5Cf7f7XD97PYEUWEEb7mcQ,Hanan Ben Ari under exclusive license to D-Music,1,0,1,1,1,1,1,1,0,0
BURN,"¥$, Kanye West, Ty Dolla $ign",1,spotify:track:04CyMEHliadfQWMUJb1w99,YZY,0,0,1,1,1,1,1,1,0,1
Training Season,Dua Lipa,0,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,Warner Records,0,0,1,1,1,1,1,1,0,1
שני ילדים בעולם,Nathan Goshen,0,spotify:track:3qWDOGP2SBMLQ3nzMIkNbz,Nathan Goshen under exclusive license to D-Music,3,0,2,1,1,1,1,1,0,0
אם את הולכת - אקוסטי,Avraham Tal,0,spotify:track:5u29wxDwJzybIkhFfZRtnI,Mobile1 Music,0,1,1,1,1,1,1,1,0,0
אור גדול,Avraham Tal,0,spotify:track:5u29wxDwJzybIkhFfZRtnI,Mobile1 Music,0,1,1,1,0,1,1,1,0,0
I KNOW ?,Travis Scott,1,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Cactus Jack/Epic,1,1,1,1,0,1,1,1,0,1
שיר ללא שם,Eviatar Banai,2,spotify:track:2L2vg2n4bU1CVLlpKbQhef,NaNa Disc,2,1,1,1,2,1,1,1,0,0
כמו כל יום,Idan Rafael Haviv,1,spotify:track:7hyle4lmxpFkhKOv2NxTiL,NMC United Entertainment Ltd.,1,0,1,1,1,1,1,1,0,0
אם תרצי,Idan Rafael Haviv,1,spotify:track:7hyle4lmxpFkhKOv2NxTiL,NMC United Entertainment Ltd.,1,0,1,1,1,1,1,1,0,0
נהר הדמעות,"Shlomo Artzi, Peer Tasi",0,spotify:track:0LqFPyHVwoYxJnZsa3Ji8x,Peer Tasi / Hed Arzi LTD.,2,1,1,1,0,1,1,1,0,0
רסיסים,Raviv Kaner,0,spotify:track:71h6sV5KytTmPARarI28wI,Helicon Aroma Music Ltd.,3,3,2,1,0,1,1,1,0,0
פוליטיקה,Odeya,1,spotify:track:4f8ym2kd2ptaLBVF2f8sAC,Helicon Aroma Music Ltd.,1,2,1,1,0,1,1,1,0,0
לא ידעתי שתלכי ממני,"הכוכב הבא, אור כהן",3,spotify:track:0op6IBN7AhDJEsYl4KpBcH,Keshet Broadcasting Ltd. under exclusive license to D-Music,1,2,1,1,3,1,1,1,0,0
Cry,"הכוכב הבא, אור כהן",3,spotify:track:0op6IBN7AhDJEsYl4KpBcH,Keshet Broadcasting Ltd. under exclusive license to D-Music,1,2,1,1,2,1,1,1,0,1
הימים עוברים,Avraham Tal,0,spotify:track:7AHM45gNY0LiFUSnfzjUus,Mobile1 Music,0,0,1,1,1,1,1,1,0,0
בחורים טובים - Acoustic Live,Omer Adam,2,spotify:track:6W2tGdihSWtBIjooCZl35U,P.A.I LTD,1,2,1,1,0,1,1,1,0,1
Wild World,Omer Adam,2,spotify:track:6W2tGdihSWtBIjooCZl35U,P.A.I LTD,1,2,1,1,0,1,1,1,0,1
The Real Slim Shady,Omer Adam,2,spotify:track:6W2tGdihSWtBIjooCZl35U,P.A.I LTD,1,2,1,1,0,1,1,1,0,1
יש לך אותך,"Miri Mesika, Mika Moshe",1,spotify:track:3VpqFdoAiNJZW8tqjWPl2E,Helicon Music,1,2,1,1,0,1,1,1,0,0
BACK TO ME,"Miri Mesika, Mika Moshe",1,spotify:track:3VpqFdoAiNJZW8tqjWPl2E,Helicon Music,1,2,1,1,3,1,1,1,0,1
FUK SUMN,"Miri Mesika, Mika Moshe",1,spotify:track:3VpqFdoAiNJZW8tqjWPl2E,Helicon Music,1,2,1,1,3,1,1,1,0,1
TALKING,"Miri Mesika, Mika Moshe",1,spotify:track:3VpqFdoAiNJZW8tqjWPl2E,Helicon Music,1,2,1,1,2,1,1,1,0,1
כמה מתוק,Jasmin Moallem,1,spotify:track:05ryQJip5j6ExMhvB6o6f4,Helicon Music,0,1,1,1,1,1,1,1,0,0
דם שלי,Eden Ben Zaken,0,spotify:track:2kGlyGO41yJcLwBz3Czejq,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,0,3,1,1,0,1,1,1,0,0
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",3,spotify:track:6WzRpISELf3YglGAh7TXcG,XO / Republic Records,1,2,1,1,3,1,1,1,0,1
מחילה,Jasmin Moallem,1,spotify:track:1XuxoHDc7mFeyhaDcgjYST,Helicon Music,2,0,1,1,2,1,1,1,0,0
אלייך,Idan Amedi,2,spotify:track:1uJ95oDCyVPMLE7q34RDm9,A.M Music Productions LTD,0,3,1,1,2,1,1,1,0,0
Metoh Mahshavot | מתוך מחשבות,ששון איפרם שאולוב,1,spotify:track:5OZHkLnre3kb4y4wuplo49,ללא,0,0,1,1,1,1,1,1,0,1
ביחד איתי,ששון איפרם שאולוב,1,spotify:track:3AoZ1W11B3gm8vhFSpHDjh,Ariel Shaulov,1,1,1,1,0,1,1,1,0,0
מאושר יותר,ששון איפרם שאולוב,1,spotify:track:3AoZ1W11B3gm8vhFSpHDjh,Ariel Shaulov,1,1,1,1,3,1,1,1,0,0
תסתכלי לי בעיניים,ששון איפרם שאולוב,1,spotify:track:3AoZ1W11B3gm8vhFSpHDjh,Ariel Shaulov,1,1,1,1,2,1,1,1,0,0
Murder On The Dancefloor,Sophie Ellis-Bextor,1,spotify:track:4tKGFmENO69tZR9ahgZu48,Polydor Records,0,3,1,1,1,1,1,1,0,1
דמיון חופשי,Eviatar Banai,1,spotify:track:53vzjmA9qNy7aztCbYUSEG,NaNa Disc,2,1,1,1,0,1,1,1,0,0
Sprinter,"Dave, Central Cee",0,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Neighbourhood / Live Yours,3,0,1,1,0,1,1,1,0,1
סיבת הסיבות,Ishay Ribo,0,spotify:track:6sADtPKtORAMZP3GQhOsHv,2021 Ishay Ribo BY PIL LTD,3,3,2,1,0,1,1,1,0,0
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",0,spotify:track:1udwFobQ1JoOdWPQrp2b6u,Dreamville/Interscope,0,3,1,1,1,1,1,1,0,1
אין יותר מועדונים,"JID, 21 Savage, Baby Tate",0,spotify:track:1udwFobQ1JoOdWPQrp2b6u,Dreamville/Interscope,0,3,1,1,0,1,1,1,0,0
IDGAF (feat. Yeat),"Drake, Yeat",0,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,OVO/Republic,3,0,1,1,0,1,1,1,0,1
אור הירח,"Jasmin Moallem, Tuna",0,spotify:track:1B6qAMPiD7sv3WNI90ELMz,NaNa Disc,2,0,2,1,0,1,1,1,0,0
née-nah,"Jasmin Moallem, Tuna",0,spotify:track:1B6qAMPiD7sv3WNI90ELMz,NaNa Disc,2,0,2,1,3,1,1,1,0,1
n.h.i.e.,"Jasmin Moallem, Tuna",0,spotify:track:1B6qAMPiD7sv3WNI90ELMz,NaNa Disc,2,0,2,1,2,1,1,1,0,1
Si No Estás,iñigo quintero,1,spotify:track:2HafqoJbgXdtjwCOvNEF14,Acqustic,3,1,1,1,0,1,1,1,0,1
תרקוד לנצח,"Omer Adam, Infected Mushroom",1,spotify:track:3mITeXQ9Dt7M6nTutuNtsx,P.A.I LTD / Mushroom Touring inc,3,1,1,1,0,1,1,1,0,0
all of me,"Omer Adam, Infected Mushroom",1,spotify:track:3mITeXQ9Dt7M6nTutuNtsx,P.A.I LTD / Mushroom Touring inc,3,1,1,1,0,1,1,1,0,1
רק אני יודע,Stephane Legar,2,spotify:track:0NdV41q6lBoO4WyCaZmIJU,Stephane Gagba / Gaga Management / Helicon Aroma Music LTD. under exclusive license to D-Music,2,1,1,1,3,1,1,1,0,0
אל תפחד,Eviatar Banai,3,spotify:track:7Jczj2J8z1CnhrYCIc5Apm,NaNa Disc,2,2,1,1,2,1,1,1,0,0
מדינה כואבת,ששון איפרם שאולוב,0,spotify:track:0wdMMMH79A2sD6S6sdDGzt,Mobile1 Music,0,0,1,1,1,1,1,1,0,0
מה אעשה,Eviatar Banai,3,spotify:track:4GLfvVXJvSxsNdHa1sjB0D,NaNa Disc,2,2,1,1,1,1,1,1,0,0
השיר של נעם 2,"Maor Ashkenazi, נעם כהן",2,spotify:track:14T9MsaDVojqqEyGAZ0Sfb,2023 MaorAshkenaziMusic by PIL ltd,1,1,1,1,1,1,1,1,0,0
לא ביקשתי מלחמה,Kobi Maman,0,spotify:track:2qromlkHDFXxm07yhpB63s,Mobile1 Music,2,3,1,1,1,1,1,1,0,0
אהובה שלי,Eden Hason,2,spotify:track:77hre9TJEQOFgciNAAlEMQ,Mobile1 Music,1,1,1,1,0,1,1,1,0,0
לא חוקי,Eden Hason,2,spotify:track:77hre9TJEQOFgciNAAlEMQ,Mobile1 Music,1,1,1,1,0,1,1,1,0,0
שווארמה,Eden Hason,2,spotify:track:77hre9TJEQOFgciNAAlEMQ,Mobile1 Music,1,1,1,1,0,1,1,1,0,0
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,0,1,1,1,0,1
יש בך,"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,2,1,1,1,0,0
שיר,"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,1,1,1,1,0,0
אצלך בעולם - אקוסטי,"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,1,1,1,1,0,0
לילה כיום יאיר,"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,1,1,1,1,0,0
פלואו של טמבל 2,"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,0,1,1,1,0,0
גם זה יעבור,"Eminem, Juice WRLD",1,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,3,1,1,1,0,1,1,1,0,0
